dataset,method,backbone,split,seed,tag,method_label,test_acc,best_epoch,checkpoint
office_home,erm,resnet50,RealWorld,0,,erm,78.17305485425751,26,outputs/paper30_r50/office_home_RealWorld_erm_resnet50_seed0_best.pth
office_home,erm,resnet50,RealWorld,1,,erm,78.35666743171907,22,outputs/paper30_r50/office_home_RealWorld_erm_resnet50_seed1_best.pth
office_home,erm,resnet50,RealWorld,2,,erm,77.85173284369979,29,outputs/paper30_r50/office_home_RealWorld_erm_resnet50_seed2_best.pth
office_home,rsc,resnet50,RealWorld,0,,rsc,77.25499196694973,28,outputs/paper30_r50/office_home_RealWorld_rsc_resnet50_seed0_best.pth
office_home,rsc,resnet50,RealWorld,1,,rsc,77.4156529722286,30,outputs/paper30_r50/office_home_RealWorld_rsc_resnet50_seed1_best.pth
pacs,coral,resnet50,art_painting,0,,coral,83.837890625,30,outputs/paper30_r50/pacs_art_painting_coral_resnet50_seed0_best.pth
pacs,coral,resnet50,art_painting,1,,coral,84.033203125,18,outputs/paper30_r50/pacs_art_painting_coral_resnet50_seed1_best.pth
pacs,erm,resnet50,art_painting,0,,erm,84.326171875,30,outputs/paper30_r50/pacs_art_painting_erm_resnet50_seed0_best.pth
pacs,erm,resnet50,art_painting,1,,erm,81.34765625,25,outputs/paper30_r50/pacs_art_painting_erm_resnet50_seed1_best.pth
pacs,erm,resnet50,art_painting,2,,erm,84.9609375,21,outputs/paper30_r50/pacs_art_painting_erm_resnet50_seed2_best.pth
pacs,mixup,resnet50,art_painting,0,,mixup,83.88671875,29,outputs/paper30_r50/pacs_art_painting_mixup_resnet50_seed0_best.pth
pacs,mixup,resnet50,art_painting,1,,mixup,86.1328125,29,outputs/paper30_r50/pacs_art_painting_mixup_resnet50_seed1_best.pth
pacs,mixup,resnet50,art_painting,2,,mixup,85.44921875,23,outputs/paper30_r50/pacs_art_painting_mixup_resnet50_seed2_best.pth
pacs,rsc,resnet50,art_painting,0,,rsc,79.296875,29,outputs/paper30_r50/pacs_art_painting_rsc_resnet50_seed0_best.pth
pacs,rsc,resnet50,art_painting,1,,rsc,82.470703125,27,outputs/paper30_r50/pacs_art_painting_rsc_resnet50_seed1_best.pth
pacs,rsc,resnet50,art_painting,2,,rsc,84.47265625,23,outputs/paper30_r50/pacs_art_painting_rsc_resnet50_seed2_best.pth
pacs,coral,resnet50,cartoon,0,,coral,79.26621160409556,18,outputs/paper30_r50/pacs_cartoon_coral_resnet50_seed0_best.pth
pacs,erm,resnet50,cartoon,0,,erm,79.05290102389078,16,outputs/paper30_r50/pacs_cartoon_erm_resnet50_seed0_best.pth
pacs,erm,resnet50,cartoon,1,,erm,76.74914675767917,29,outputs/paper30_r50/pacs_cartoon_erm_resnet50_seed1_best.pth
pacs,erm,resnet50,cartoon,2,,erm,79.60750853242321,27,outputs/paper30_r50/pacs_cartoon_erm_resnet50_seed2_best.pth
pacs,mixup,resnet50,cartoon,0,,mixup,79.35153583617748,30,outputs/paper30_r50/pacs_cartoon_mixup_resnet50_seed0_best.pth
pacs,mixup,resnet50,cartoon,1,,mixup,77.77303754266211,19,outputs/paper30_r50/pacs_cartoon_mixup_resnet50_seed1_best.pth
pacs,mixup,resnet50,cartoon,2,,mixup,75.0853242320819,26,outputs/paper30_r50/pacs_cartoon_mixup_resnet50_seed2_best.pth
pacs,rsc,resnet50,cartoon,0,,rsc,79.39419795221842,12,outputs/paper30_r50/pacs_cartoon_rsc_resnet50_seed0_best.pth
pacs,rsc,resnet50,cartoon,1,,rsc,81.27133105802048,13,outputs/paper30_r50/pacs_cartoon_rsc_resnet50_seed1_best.pth
pacs,rsc,resnet50,cartoon,2,,rsc,80.11945392491468,17,outputs/paper30_r50/pacs_cartoon_rsc_resnet50_seed2_best.pth
pacs,coral,resnet50,photo,0,,coral,94.37125748502993,30,outputs/paper30_r50/pacs_photo_coral_resnet50_seed0_best.pth
pacs,erm,resnet50,photo,0,,erm,96.58682634730539,29,outputs/paper30_r50/pacs_photo_erm_resnet50_seed0_best.pth
pacs,erm,resnet50,photo,1,,erm,96.46706586826348,27,outputs/paper30_r50/pacs_photo_erm_resnet50_seed1_best.pth
pacs,erm,resnet50,photo,2,,erm,96.46706586826348,11,outputs/paper30_r50/pacs_photo_erm_resnet50_seed2_best.pth
pacs,mixup,resnet50,photo,0,,mixup,95.92814371257485,27,outputs/paper30_r50/pacs_photo_mixup_resnet50_seed0_best.pth
pacs,mixup,resnet50,photo,1,,mixup,96.52694610778443,30,outputs/paper30_r50/pacs_photo_mixup_resnet50_seed1_best.pth
pacs,mixup,resnet50,photo,2,,mixup,96.22754491017965,24,outputs/paper30_r50/pacs_photo_mixup_resnet50_seed2_best.pth
pacs,rsc,resnet50,photo,0,,rsc,96.2874251497006,14,outputs/paper30_r50/pacs_photo_rsc_resnet50_seed0_best.pth
pacs,rsc,resnet50,photo,1,,rsc,95.98802395209582,30,outputs/paper30_r50/pacs_photo_rsc_resnet50_seed1_best.pth
pacs,rsc,resnet50,photo,2,,rsc,97.24550898203593,28,outputs/paper30_r50/pacs_photo_rsc_resnet50_seed2_best.pth
pacs,coral,resnet50,sketch,0,,coral,81.98014762025961,27,outputs/paper30_r50/pacs_sketch_coral_resnet50_seed0_best.pth
pacs,erm,resnet50,sketch,0,,erm,74.16645456859253,29,outputs/paper30_r50/pacs_sketch_erm_resnet50_seed0_best.pth
pacs,erm,resnet50,sketch,1,,erm,73.07202850598117,19,outputs/paper30_r50/pacs_sketch_erm_resnet50_seed1_best.pth
pacs,erm,resnet50,sketch,2,,erm,73.68287095953168,20,outputs/paper30_r50/pacs_sketch_erm_resnet50_seed2_best.pth
pacs,mixup,resnet50,sketch,0,,mixup,77.32247391193688,25,outputs/paper30_r50/pacs_sketch_mixup_resnet50_seed0_best.pth
pacs,mixup,resnet50,sketch,1,,mixup,81.72562993128022,29,outputs/paper30_r50/pacs_sketch_mixup_resnet50_seed1_best.pth
pacs,mixup,resnet50,sketch,2,,mixup,75.71901247136677,30,outputs/paper30_r50/pacs_sketch_mixup_resnet50_seed2_best.pth
pacs,rsc,resnet50,sketch,0,,rsc,73.555612115042,29,outputs/paper30_r50/pacs_sketch_rsc_resnet50_seed0_best.pth
pacs,rsc,resnet50,sketch,1,,rsc,76.35530669381522,19,outputs/paper30_r50/pacs_sketch_rsc_resnet50_seed1_best.pth
pacs,rsc,resnet50,sketch,2,,rsc,76.43166200050904,15,outputs/paper30_r50/pacs_sketch_rsc_resnet50_seed2_best.pth
vlcs,coral,resnet50,CALTECH,0,,coral,96.26639757820384,15,outputs/paper30_r50/vlcs_CALTECH_coral_resnet50_seed0_best.pth
vlcs,coral,resnet50,CALTECH,1,,coral,97.98183652875882,22,outputs/paper30_r50/vlcs_CALTECH_coral_resnet50_seed1_best.pth
vlcs,coral,resnet50,CALTECH,2,,coral,96.77093844601413,8,outputs/paper30_r50/vlcs_CALTECH_coral_resnet50_seed2_best.pth
vlcs,erm,resnet50,CALTECH,0,,erm,96.87184661957619,8,outputs/paper30_r50/vlcs_CALTECH_erm_resnet50_seed0_best.pth
vlcs,erm,resnet50,CALTECH,1,,erm,97.0736629667003,2,outputs/paper30_r50/vlcs_CALTECH_erm_resnet50_seed1_best.pth
vlcs,erm,resnet50,CALTECH,2,,erm,97.0736629667003,6,outputs/paper30_r50/vlcs_CALTECH_erm_resnet50_seed2_best.pth
vlcs,mixup,resnet50,CALTECH,0,,mixup,96.06458123107971,2,outputs/paper30_r50/vlcs_CALTECH_mixup_resnet50_seed0_best.pth
vlcs,mixup,resnet50,CALTECH,1,,mixup,97.57820383451059,4,outputs/paper30_r50/vlcs_CALTECH_mixup_resnet50_seed1_best.pth
vlcs,mixup,resnet50,CALTECH,2,,mixup,97.17457114026236,28,outputs/paper30_r50/vlcs_CALTECH_mixup_resnet50_seed2_best.pth
vlcs,mmd,resnet50,CALTECH,0,,mmd,97.57820383451059,4,outputs/paper30_r50/vlcs_CALTECH_mmd_resnet50_seed0_best.pth
vlcs,mmd,resnet50,CALTECH,1,,mmd,97.37638748738647,20,outputs/paper30_r50/vlcs_CALTECH_mmd_resnet50_seed1_best.pth
vlcs,rsc,resnet50,CALTECH,0,,rsc,97.67911200807265,6,outputs/paper30_r50/vlcs_CALTECH_rsc_resnet50_seed0_best.pth
vlcs,rsc,resnet50,CALTECH,1,,rsc,97.98183652875882,23,outputs/paper30_r50/vlcs_CALTECH_rsc_resnet50_seed1_best.pth
vlcs,rsc,resnet50,CALTECH,2,,rsc,97.78002018163471,10,outputs/paper30_r50/vlcs_CALTECH_rsc_resnet50_seed2_best.pth
vlcs,coral,resnet50,LABELME,0,,coral,60.30123722431415,30,outputs/paper30_r50/vlcs_LABELME_coral_resnet50_seed0_best.pth
vlcs,coral,resnet50,LABELME,1,,coral,60.24744486282948,10,outputs/paper30_r50/vlcs_LABELME_coral_resnet50_seed1_best.pth
vlcs,coral,resnet50,LABELME,2,,coral,63.47498655190963,10,outputs/paper30_r50/vlcs_LABELME_coral_resnet50_seed2_best.pth
vlcs,erm,resnet50,LABELME,0,,erm,60.08606777837547,14,outputs/paper30_r50/vlcs_LABELME_erm_resnet50_seed0_best.pth
vlcs,erm,resnet50,LABELME,1,,erm,62.56051640667025,10,outputs/paper30_r50/vlcs_LABELME_erm_resnet50_seed1_best.pth
vlcs,erm,resnet50,LABELME,2,,erm,64.01291016675631,9,outputs/paper30_r50/vlcs_LABELME_erm_resnet50_seed2_best.pth
vlcs,mixup,resnet50,LABELME,0,,mixup,60.51640667025282,8,outputs/paper30_r50/vlcs_LABELME_mixup_resnet50_seed0_best.pth
vlcs,mixup,resnet50,LABELME,1,,mixup,65.14254975793438,21,outputs/paper30_r50/vlcs_LABELME_mixup_resnet50_seed1_best.pth
vlcs,mixup,resnet50,LABELME,2,,mixup,61.32329209252286,19,outputs/paper30_r50/vlcs_LABELME_mixup_resnet50_seed2_best.pth
vlcs,mmd,resnet50,LABELME,0,,mmd,65.73426573426573,13,outputs/paper30_r50/vlcs_LABELME_mmd_resnet50_seed0_best.pth
vlcs,mmd,resnet50,LABELME,1,,mmd,61.96880043033889,7,outputs/paper30_r50/vlcs_LABELME_mmd_resnet50_seed1_best.pth
vlcs,rsc,resnet50,LABELME,0,,rsc,63.69015599784831,14,outputs/paper30_r50/vlcs_LABELME_rsc_resnet50_seed0_best.pth
vlcs,rsc,resnet50,LABELME,1,,rsc,64.12049488972565,10,outputs/paper30_r50/vlcs_LABELME_rsc_resnet50_seed1_best.pth
vlcs,rsc,resnet50,LABELME,2,,rsc,65.51909628832706,16,outputs/paper30_r50/vlcs_LABELME_rsc_resnet50_seed2_best.pth
vlcs,coral,resnet50,PASCAL,0,,coral,71.73085061362676,8,outputs/paper30_r50/vlcs_PASCAL_coral_resnet50_seed0_best.pth
vlcs,coral,resnet50,PASCAL,1,,coral,69.82649174777825,15,outputs/paper30_r50/vlcs_PASCAL_coral_resnet50_seed1_best.pth
vlcs,coral,resnet50,PASCAL,2,,coral,73.67752856538299,30,outputs/paper30_r50/vlcs_PASCAL_coral_resnet50_seed2_best.pth
vlcs,erm,resnet50,PASCAL,0,,erm,76.42826914938638,8,outputs/paper30_r50/vlcs_PASCAL_erm_resnet50_seed0_best.pth
vlcs,erm,resnet50,PASCAL,1,,erm,73.76216673719847,13,outputs/paper30_r50/vlcs_PASCAL_erm_resnet50_seed1_best.pth
vlcs,erm,resnet50,PASCAL,2,,erm,78.07871349978839,5,outputs/paper30_r50/vlcs_PASCAL_erm_resnet50_seed2_best.pth
vlcs,mixup,resnet50,PASCAL,0,,mixup,72.19636055861194,16,outputs/paper30_r50/vlcs_PASCAL_mixup_resnet50_seed0_best.pth
vlcs,mixup,resnet50,PASCAL,1,,mixup,72.32331781633516,15,outputs/paper30_r50/vlcs_PASCAL_mixup_resnet50_seed1_best.pth
vlcs,mixup,resnet50,PASCAL,2,,mixup,72.4502750740584,17,outputs/paper30_r50/vlcs_PASCAL_mixup_resnet50_seed2_best.pth
vlcs,mmd,resnet50,PASCAL,0,,mmd,71.34997884045706,8,outputs/paper30_r50/vlcs_PASCAL_mmd_resnet50_seed0_best.pth
vlcs,mmd,resnet50,PASCAL,1,,mmd,71.94244604316546,7,outputs/paper30_r50/vlcs_PASCAL_mmd_resnet50_seed1_best.pth
vlcs,rsc,resnet50,PASCAL,0,,rsc,76.68218366483283,17,outputs/paper30_r50/vlcs_PASCAL_rsc_resnet50_seed0_best.pth
vlcs,rsc,resnet50,PASCAL,1,,rsc,76.55522640710961,9,outputs/paper30_r50/vlcs_PASCAL_rsc_resnet50_seed1_best.pth
vlcs,rsc,resnet50,PASCAL,2,,rsc,73.33897587812103,28,outputs/paper30_r50/vlcs_PASCAL_rsc_resnet50_seed2_best.pth
vlcs,coral,resnet50,SUN,0,,coral,74.66260339573356,3,outputs/paper30_r50/vlcs_SUN_coral_resnet50_seed0_best.pth
vlcs,coral,resnet50,SUN,1,,coral,76.40400522420549,6,outputs/paper30_r50/vlcs_SUN_coral_resnet50_seed1_best.pth
vlcs,coral,resnet50,SUN,2,,coral,74.70613844144538,22,outputs/paper30_r50/vlcs_SUN_coral_resnet50_seed2_best.pth
vlcs,erm,resnet50,SUN,0,,erm,71.8763604701785,6,outputs/paper30_r50/vlcs_SUN_erm_resnet50_seed0_best.pth
vlcs,erm,resnet50,SUN,1,,erm,71.48454505877231,15,outputs/paper30_r50/vlcs_SUN_erm_resnet50_seed1_best.pth
vlcs,erm,resnet50,SUN,2,,erm,72.00696560731389,7,outputs/paper30_r50/vlcs_SUN_erm_resnet50_seed2_best.pth
vlcs,mixup,resnet50,SUN,0,,mixup,72.65999129299085,16,outputs/paper30_r50/vlcs_SUN_mixup_resnet50_seed0_best.pth
vlcs,mixup,resnet50,SUN,1,,mixup,73.83543752720941,28,outputs/paper30_r50/vlcs_SUN_mixup_resnet50_seed1_best.pth
vlcs,mixup,resnet50,SUN,2,,mixup,73.704832390074,9,outputs/paper30_r50/vlcs_SUN_mixup_resnet50_seed2_best.pth
vlcs,mmd,resnet50,SUN,0,,mmd,74.40139312146277,4,outputs/paper30_r50/vlcs_SUN_mmd_resnet50_seed0_best.pth
vlcs,mmd,resnet50,SUN,1,,mmd,76.57814540705267,6,outputs/paper30_r50/vlcs_SUN_mmd_resnet50_seed1_best.pth
vlcs,rsc,resnet50,SUN,0,,rsc,75.01088376142795,16,outputs/paper30_r50/vlcs_SUN_rsc_resnet50_seed0_best.pth
vlcs,rsc,resnet50,SUN,1,,rsc,75.53330430996952,6,outputs/paper30_r50/vlcs_SUN_rsc_resnet50_seed1_best.pth
vlcs,rsc,resnet50,SUN,2,,rsc,73.26948193295603,9,outputs/paper30_r50/vlcs_SUN_rsc_resnet50_seed2_best.pth
